,player_name,position,age,height,weight,rating,value,follower,shots_total,shots_on,goals_total,goals_conceded,goals_assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_yellowred,cards_red,penalty_won,penalty_commited,penalty_success,penalty_missed,penalty_saved,games_appearences,games_lineups,substitutes_in,substitutes_out,substitutes_bench,games_played
72,D. Praet,2.0,26.0,181.0,78.0,6.0,19.0,107659,1.0609,0.3381,0.0466,0.0,0.1049,40.7215,1.0376,6.9365,1.2358,0.0699,1.1425,9.3381,4.8031,2.0751,1.3174,1.0376,0.851,0.1516,0.0,0.0,0.0117,0.0117,0.0,0.0,0.0,1.1775,1.0259,0.1516,0.3381,0.2681,85.7778
73,D. Rice,2.0,21.0,185.0,76.0,5.7,49.5,238354,0.5541,0.1551,0.0222,0.0,0.0332,38.0522,0.3546,7.0475,2.6262,0.3546,1.8616,9.3081,5.3189,1.0749,0.8089,0.1441,0.6205,0.1108,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,1.1192,0.9862,0.133,0.0665,0.2992,90.2444
74,D. SÃ¡nchez,3.0,24.0,187.0,81.0,6.0,48.0,610150,0.3844,0.0961,0.0192,0.0,0.0096,54.8206,0.1249,9.7245,1.3165,0.4612,1.3837,7.3126,4.1031,0.2787,0.2306,0.4132,0.8937,0.1345,0.0,0.0096,0.0,0.0096,0.0,0.0,0.0,1.0762,1.009,0.0673,0.0577,0.2787,104.0667
75,D. Upamecano,3.0,22.0,185.0,83.0,7.0,45.0,99135,0.5587,0.1938,0.0342,0.0,0.0,51.9547,0.2964,9.3489,1.1287,0.3306,1.8812,7.3309,4.4692,0.9577,0.7411,0.456,1.0603,0.228,0.0114,0.0,0.0,0.057,0.0,0.0,0.0,1.0717,1.0147,0.057,0.0912,0.1482,87.7111
76,D. Zakaria,2.0,24.0,191.0,80.0,6.0,36.0,65712,1.019,0.3081,0.1066,0.0,0.0355,32.2986,0.5806,7.109,1.1019,0.2844,1.564,6.7299,3.2701,2.263,1.3744,0.782,1.5284,0.3436,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,1.2085,1.0308,0.1777,0.2962,0.2014,84.4
77,D. Zapata,4.0,29.0,186.0,80.0,4.909090909090909,36.0,472073,3.871,1.659,0.641,0.0,0.2639,18.8018,1.8224,7.7419,0.1634,0.2262,0.1382,11.4746,4.8136,2.4885,1.1563,2.3754,1.8726,0.1131,0.0,0.0,0.0503,0.0,0.0377,0.0126,0.0,1.2442,1.0054,0.2388,0.3896,0.2765,79.5667
78,D. de Gea,1.0,30.0,192.0,76.0,4.923076923076923,40.0,10998619,0.0,0.0,0.0,1.0155,0.0,14.3256,0.0078,4.2868,0.0,0.0,0.0,0.2481,0.2171,0.0078,0.0078,0.1163,0.0078,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0543,129.0
79,D. van de Beek,2.0,23.0,184.0,76.0,4.75,44.0,1087517,1.8555,0.7831,0.3405,0.0,0.2298,28.9729,1.5321,5.2856,0.9363,0.0936,0.9192,5.4218,2.8003,1.515,0.9788,0.6894,0.732,0.1277,0.0,0.0,0.017,0.0,0.0,0.0,0.0,1.1405,1.0214,0.1192,0.3149,0.1702,117.4889
80,DjenÃ©,3.0,29.0,187.0,72.0,6.0,24.0,17900,0.3072,0.0576,0.0096,0.0,0.0,19.8699,0.1248,3.7532,0.8063,0.1728,1.843,6.8729,4.0028,0.6623,0.5471,0.7967,1.4494,0.2688,0.0192,0.0096,0.0192,0.048,0.0,0.0,0.0,1.0175,1.0079,0.0096,0.0384,0.0288,104.1778
81,E. Can,2.0,26.0,184.0,82.0,4.6923076923076925,24.0,2823284,1.3131,0.3812,0.1694,0.0,0.0706,48.2335,0.819,12.1572,1.8356,0.2542,1.2284,10.251,5.9162,1.6238,1.2002,1.2708,1.6661,0.3812,0.0,0.0141,0.0141,0.0282,0.0141,0.0,0.0,1.3414,0.9743,0.3671,0.2824,0.6495,70.8222
82,E. Cavani,4.0,33.0,184.0,71.0,4.833333333333333,20.0,7174135,2.9644,1.4264,0.8682,0.0,0.1861,12.6392,0.9055,7.5165,0.2357,0.0496,0.2853,3.3862,1.4016,0.7938,0.4465,0.5706,0.645,0.1116,0.0,0.0,0.0744,0.0,0.124,0.0372,0.0,1.2528,1.0295,0.2233,0.3473,0.3225,80.6222
83,E. Dier,2.0,26.0,188.0,88.0,6.461538461538462,20.0,827133,0.681,0.1703,0.0341,0.0,0.0568,52.9739,0.454,11.3734,1.3621,0.3973,1.1918,8.0136,4.2565,0.4313,0.3292,0.3178,0.9989,0.193,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,1.1918,1.0102,0.1816,0.2043,0.5221,88.1
84,E. Forsberg,2.0,29.0,179.0,78.0,5.909090909090909,22.5,122997,2.1617,0.8711,0.3549,0.0,0.242,26.8919,2.3069,11.0181,0.5969,0.0323,0.371,7.8562,3.7587,3.1135,1.952,1.4841,0.7905,0.0161,0.0,0.0161,0.0,0.0,0.1452,0.0,0.0,1.468,1.0002,0.4678,0.5969,0.6775,61.9889
85,E. Hazard,4.0,29.0,175.0,74.0,6.416666666666667,80.0,26855201,2.4496,1.1405,0.3967,0.0,0.2876,40.8694,2.9256,8.2612,0.2777,0.0,0.3074,12.7934,7.676,6.6248,4.8694,3.1835,0.476,0.0595,0.0,0.0,0.0595,0.0,0.119,0.0,0.0,1.2099,0.9917,0.2182,0.4661,0.2678,100.8333
86,Ederson,1.0,27.0,188.0,86.0,4.666666666666667,56.0,1870271,0.0,0.0,0.0,0.8109,0.0154,21.2855,0.0463,5.2905,0.0386,0.0,0.0463,0.5638,0.4711,0.0154,0.0154,0.1004,0.0309,0.0618,0.0,0.0077,0.0,0.0,0.0,0.0,0.0309,1.0118,1.0118,0.0,0.0154,0.1699,129.4778
87,F. Anderson,2.0,27.0,175.0,70.0,7.166666666666667,32.0,501782,1.6085,0.6546,0.2057,0.0,0.2057,40.1184,1.8703,8.7344,2.5997,0.0187,1.2157,14.177,6.9202,4.9938,2.7868,1.4589,0.8978,0.0748,0.0,0.0,0.0,0.0187,0.0,0.0,0.0,1.2157,1.0661,0.1496,0.4863,0.1683,53.4667
88,F. Bernardeschi,4.0,26.0,185.0,77.0,6.4,28.0,2294890,2.7543,0.8917,0.1783,0.0,0.1982,29.3461,1.6843,14.4055,0.3369,0.0,0.5945,8.144,4.0423,2.8732,1.6645,2.0211,1.4069,0.2972,0.0,0.0198,0.0793,0.0,0.0,0.0,0.0,1.8626,0.8917,0.9709,0.6341,1.4267,50.4667
89,F. Chiesa,4.0,23.0,175.0,70.0,6.142857142857143,48.0,345689,3.4346,1.1015,0.2503,0.0,0.1302,17.3732,1.502,4.4059,0.6609,0.01,0.3505,10.2537,4.3959,3.9853,1.9927,1.6422,1.5821,0.1702,0.0,0.0,0.0801,0.0,0.01,0.01,0.0,1.0915,1.0314,0.0601,0.2804,0.0701,99.8667
90,F. Coquelin,2.0,29.0,176.0,74.0,6.538461538461538,19.0,42457,0.4633,0.1123,0.014,0.0,0.0281,41.869,0.5616,14.1669,1.1934,0.2527,2.3729,7.2871,4.0858,1.5445,1.1654,1.2356,1.2917,0.2949,0.014,0.0,0.014,0.014,0.0,0.0,0.0,1.3198,0.9688,0.351,0.3791,0.6037,71.2222
91,F. Grillitsch,2.0,25.0,187.0,74.0,4.9,20.0,23993,1.0237,0.2437,0.0487,0.0,0.0975,48.0772,0.9749,7.0806,1.3527,0.1706,2.0718,9.3229,5.1916,1.4137,0.914,1.7427,1.3284,0.2559,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,1.1699,1.0237,0.1462,0.2681,0.2559,82.0556
92,F. KessiÃ©,2.0,24.0,183.0,74.0,7.0,20.0,518657,1.5138,0.4007,0.1158,0.0,0.0801,38.9492,1.1843,6.1888,0.6411,0.1336,0.7836,8.1211,3.7133,1.7097,1.1398,1.0062,1.5405,0.2226,0.0,0.0,0.0089,0.0267,0.0623,0.0089,0.0,1.0686,1.0151,0.0534,0.1692,0.1069,112.3
93,F. Kostic,2.0,28.0,184.0,82.0,7.333333333333333,32.0,148036,2.2878,0.886,0.2467,0.0,0.3252,20.7701,2.4449,4.486,1.6598,0.1009,0.7402,6.2131,3.2187,3.3645,2.0075,1.0766,1.0206,0.157,0.0,0.0112,0.0,0.0112,0.0,0.0,0.0,1.0206,0.9981,0.0224,0.1121,0.0336,89.1667
94,F. Mendy,3.0,25.0,180.0,73.0,3.5,32.0,1135175,0.6935,0.1763,0.0353,0.0,0.094,43.7599,1.1401,5.83,0.7993,0.141,1.1284,8.4158,5.066,2.6446,1.8571,1.5163,1.0461,0.141,0.0118,0.0,0.0118,0.047,0.0,0.0,0.0,1.1636,0.9756,0.1881,0.0823,0.4349,85.0778
95,F. Neuhaus,2.0,23.0,183.0,74.0,7.142857142857143,17.5,46916,2.2773,0.7848,0.1801,0.0,0.1415,32.05,1.0936,7.2823,0.7977,0.0772,0.9135,7.8227,3.8728,2.6762,1.5697,1.8142,1.1451,0.2445,0.0,0.0,0.0643,0.0,0.0,0.0,0.0,1.2223,1.0422,0.1801,0.5147,0.2702,77.7222
96,F. Ruiz,2.0,24.0,189.0,70.0,7.111111111111111,48.0,431271,1.9934,0.6117,0.1371,0.0,0.1266,65.4459,1.6559,8.1425,1.2446,0.1055,1.2551,7.8577,4.4299,2.5313,1.8352,0.9598,0.7067,0.116,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,1.1286,0.9914,0.1371,0.1899,0.2742,94.8111
97,F. Thauvin,2.0,27.0,179.0,70.0,3.7,32.0,1106225,3.3366,1.2765,0.5561,0.0,0.2781,31.2428,1.8579,5.106,0.3665,0.0126,0.3286,12.3733,5.9781,4.373,2.7426,1.504,0.8847,0.2149,0.0,0.0126,0.0253,0.0,0.0632,0.0126,0.0,1.1754,1.049,0.1264,0.5435,0.1769,79.1222
98,F. Tomori,3.0,23.0,185.0,75.0,5.0,16.0,536092,0.4789,0.1528,0.0408,0.0,0.0408,46.075,0.3362,8.5181,1.2227,0.5706,1.4367,8.9664,5.4002,0.7336,0.5604,0.54,0.7947,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0495,1.0087,0.0408,0.0611,0.377,98.1444
99,F. Torres_Val,2.0,20.0,184.0,77.0,7.0,45.0,136076,1.4554,0.5627,0.1746,0.0,0.194,22.1216,1.3195,12.9043,0.815,0.0388,0.6986,6.0931,3.0466,3.26,1.8823,1.3583,1.0867,0.2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6882,0.9314,0.7568,0.4657,1.3972,51.5333
100,F. de Jong,2.0,23.0,180.0,74.0,4.454545454545454,72.0,7020902,0.5284,0.1887,0.0566,0.0,0.1227,60.9875,1.0945,5.878,0.7925,0.1698,1.1982,6.3686,4.1702,2.3965,1.953,1.1605,0.585,0.0755,0.0094,0.0,0.0189,0.0,0.0,0.0,0.0,1.1322,1.0095,0.1227,0.2359,0.2076,105.9889
101,Fabinho,2.0,27.0,188.0,78.0,5.3076923076923075,56.0,1820950,0.6294,0.177,0.0983,0.0,0.0688,51.5845,0.7671,8.1335,1.5736,0.1377,1.2589,11.5463,6.678,0.9245,0.6589,1.4162,1.4851,0.2852,0.0,0.0,0.0098,0.0,0.0393,0.0,0.0,1.1409,0.9737,0.1672,0.0688,0.2655,101.6778
102,Felipe_POR,3.0,31.0,190.0,83.0,4.666666666666667,25.5,561000,0.871,0.3054,0.0905,0.0,0.0339,38.8122,0.1357,3.6199,0.4299,0.2602,2.138,8.6199,5.7127,0.3733,0.2941,0.7466,1.1312,0.2489,0.0226,0.0113,0.0226,0.0113,0.0,0.0,0.0,0.9955,0.9955,0.0,0.0113,0.0339,88.4
103,Fred,2.0,27.0,169.0,64.0,5.818181818181818,17.5,5309528,1.0243,0.2276,0.0797,0.0,0.0569,40.1517,0.8308,8.5243,1.3998,0.148,0.9788,7.17,3.2777,1.3316,0.9788,1.0015,1.1267,0.3414,0.0114,0.0,0.0,0.0114,0.0114,0.0,0.0,1.1495,1.0129,0.1366,0.2049,0.4097,87.8667
104,G. Bale,4.0,31.0,185.0,81.0,6.5,32.0,43242138,3.4537,1.4341,0.5268,0.0,0.2049,27.2049,1.4634,13.1268,0.2927,0.0732,0.5854,7.639,3.7024,2.1951,1.3024,0.8488,0.9951,0.1902,0.0146,0.0,0.0293,0.0,0.0439,0.0,0.0,1.4195,0.9951,0.4244,0.6146,0.5415,68.3333
105,G. Castrovilli,2.0,23.0,176.0,71.0,2.3333333333333335,20.0,124165,0.4302,0.1335,0.1335,0.0,0.0297,9.3605,0.4154,2.1955,0.5785,0.0297,0.2225,0.0,0.0,1.5131,1.0829,0.9049,0.6972,0.2522,0.0,0.0,0.0148,0.0148,0.0,0.0,0.0,1.2164,1.0087,0.2077,0.4302,0.3264,67.4111
106,G. Deulofeu,4.0,26.0,177.0,73.0,5.0,20.0,1974850,2.6079,0.9803,0.3144,0.0,0.185,24.3958,1.6091,6.9729,0.9433,0.0,0.7953,11.4118,4.254,4.2725,2.4414,0.7768,0.8138,0.111,0.0,0.0,0.037,0.0,0.0185,0.0,0.0,1.2947,1.0727,0.2219,0.7768,0.2959,54.0667
107,G. Donnarumma,1.0,21.0,196.0,90.0,5.555555555555555,49.5,1738012,0.0,0.0,0.0,1.0033,0.0,20.0,0.0251,4.3562,0.0167,0.0,0.0334,0.2508,0.2174,0.0084,0.0084,0.0669,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0251,1.0117,1.0117,0.0,0.0251,0.0836,119.6
108,G. Guedes,2.0,24.0,179.0,68.0,6.181818181818182,22.5,459148,2.1047,0.7065,0.2208,0.0,0.2061,25.4178,1.4571,11.8626,0.4857,0.0,0.5004,11.7007,6.0491,4.2535,2.502,2.8553,1.2805,0.1177,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,1.3835,1.0008,0.3827,0.4857,0.5298,67.9444
109,G. HiguaÃ­n,4.0,33.0,186.0,89.0,6.846153846153846,25.5,88500,3.241,1.2665,0.4388,0.0,0.1596,18.8676,1.1368,10.2116,0.349,0.0199,0.2194,6.5917,2.8421,2.4133,1.456,1.0471,0.718,0.1197,0.0,0.01,0.01,0.0,0.0199,0.0299,0.0,1.2066,0.9972,0.2094,0.3091,0.3191,100.2778
110,G. Jesus,4.0,23.0,175.0,73.0,6.666666666666667,56.0,14298157,3.473,1.8333,0.723,0.0,0.2195,25.137,1.4589,11.8003,0.8263,0.0387,0.4906,11.0257,4.5962,2.5563,1.6009,1.2911,1.1878,0.142,0.0,0.0,0.0258,0.0,0.0646,0.0387,0.0,1.6267,0.9296,0.6972,0.4002,0.8908,77.4556
111,G. Kondogbia,2.0,27.0,188.0,80.0,5.7272727272727275,22.5,14179,1.0551,0.227,0.0935,0.0,0.0668,43.3506,0.5075,10.2166,1.4156,0.3072,2.3238,11.018,6.0499,1.6961,1.3889,1.6293,1.7495,0.3606,0.0134,0.0,0.0,0.0267,0.0,0.0134,0.0,1.1752,1.0283,0.1469,0.2404,0.2938,74.8778
112,G. Lo Celso,2.0,24.0,177.0,68.0,5.818181818181818,40.0,1173967,1.9484,0.7938,0.2887,0.0,0.1203,48.7826,1.2268,9.3211,1.3471,0.0842,0.6856,10.5118,5.6288,3.4518,2.201,2.1769,1.2629,0.2646,0.012,0.0,0.0241,0.012,0.0241,0.0241,0.0,1.4673,0.9141,0.5533,0.2646,0.7216,83.1444
113,G. Mancini,3.0,24.0,190.0,77.0,5.333333333333333,22.5,139915,0.9419,0.2502,0.1177,0.0,0.0294,42.314,0.3385,7.9918,1.3835,0.2796,1.8692,4.9894,2.9289,0.4415,0.4121,0.78,1.7073,0.3385,0.0294,0.0,0.0,0.0442,0.0,0.0,0.0,1.1627,1.0155,0.1472,0.2355,0.8242,67.9444
114,G. Martins,4.0,25.0,173.0,72.0,4.428571428571429,20.0,216031,1.5081,0.664,0.2363,0.0,0.1463,24.1515,1.2605,8.1818,0.5515,0.0225,0.664,9.2735,4.3666,3.984,2.3746,1.6994,1.0129,0.1238,0.0113,0.0113,0.0113,0.0113,0.0,0.0,0.0,1.1479,0.9904,0.1576,0.2814,0.3039,88.8556
115,G. Paulista,3.0,30.0,185.0,72.0,4.846153846153846,17.5,830644,0.441,0.072,0.009,0.0,0.009,41.1889,0.099,6.9203,0.5489,0.7019,2.0248,4.6165,2.9787,0.216,0.18,0.8459,0.7289,0.198,0.009,0.009,0.009,0.018,0.0,0.0,0.0,1.0349,1.0079,0.027,0.045,0.135,111.1222
116,G. PiquÃ©,3.0,33.0,194.0,85.0,7.0,20.0,18268574,0.4565,0.1967,0.0866,0.0,0.0079,62.0776,0.181,6.3589,0.6139,0.5902,0.9601,5.2964,3.3683,0.3384,0.2833,0.4958,0.7634,0.2676,0.0079,0.0,0.0157,0.0315,0.0,0.0,0.0,1.0231,1.0152,0.0079,0.0787,0.0866,127.0667
117,G. Sigurdsson,2.0,31.0,186.0,79.0,6.4,22.5,232800,1.9891,0.75,0.2391,0.0,0.1522,22.8478,1.9565,7.6522,1.4783,0.1304,1.0326,8.9022,3.8152,1.4348,0.8478,0.8587,1.0,0.1087,0.0,0.0,0.0,0.0,0.0326,0.0326,0.0,1.1196,1.0217,0.0978,0.3696,0.1522,92.0
118,G. Wijnaldum,2.0,30.0,175.0,69.0,5.166666666666667,40.0,4309592,1.0683,0.3339,0.1169,0.0,0.0334,42.3333,0.7095,6.6855,0.9515,0.1252,0.6844,7.6788,3.9061,1.8446,1.2019,0.8931,0.5091,0.0584,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,1.1685,1.0183,0.1502,0.3339,0.1753,119.8111
119,G. Xhaka,2.0,28.0,185.0,82.0,5.538461538461538,24.0,2041052,1.1375,0.325,0.0599,0.0,0.1112,64.1794,1.1461,7.3382,1.6507,0.2993,0.975,9.1086,4.6869,0.6928,0.5046,1.3257,1.702,0.3336,0.0,0.0,0.0,0.0257,0.0,0.0,0.0,1.0434,1.0178,0.0257,0.1454,0.0684,116.9222
120,H. Aouar,2.0,22.0,175.0,70.0,4.75,49.5,348189,1.8207,0.6587,0.2104,0.0,0.2196,43.4584,1.2717,6.0018,0.8509,0.1098,0.9149,8.8289,4.5654,3.9067,2.516,1.6377,0.86,0.0915,0.0,0.0,0.0183,0.0,0.0091,0.0,0.0,1.1711,1.0064,0.1647,0.3202,0.3019,109.3
121,H. Barnes,2.0,23.0,174.0,66.0,6.583333333333333,17.5,74268,3.0563,0.9719,0.2813,0.0,0.2558,20.243,1.5729,10.7161,0.4604,0.0767,0.3069,10.0384,4.5396,3.6445,1.9821,1.2404,0.8056,0.0256,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,1.3555,1.0614,0.2941,0.6777,0.4476,78.2
122,H. BellerÃ­n,3.0,25.0,178.0,74.0,5.0,32.0,3075710,0.7571,0.1893,0.0541,0.0,0.1487,43.1546,0.7977,8.9365,1.2438,0.2163,0.9464,8.301,3.6233,1.6899,1.0005,0.2704,1.014,0.1758,0.0,0.0,0.0,0.0406,0.0,0.0,0.0,1.068,1.014,0.0541,0.0811,0.1487,73.9667
123,H. Kane,3.2941176470588234,25.235294117647058,182.7058823529412,79.29411764705883,5.9411764705882355,120.0,9645540,2.9346,1.263,0.5572,0.0,0.0805,11.3916,0.8296,6.4078,0.3343,0.0867,0.1672,8.327,3.5723,1.944,0.9968,1.1701,0.7863,0.1548,0.0,0.0,0.031,0.0,0.0743,0.0062,0.0,1.0773,1.0153,0.0619,0.2167,0.0929,161.5222
124,H. Lozano,4.0,25.0,175.0,70.0,4.833333333333333,28.0,1508469,3.1215,1.2632,0.5223,0.0,0.2186,16.8219,2.2348,7.0445,0.4615,0.0121,0.5709,10.2996,5.1134,3.3036,2.004,2.4777,1.0931,0.17,0.0,0.0243,0.085,0.0,0.0486,0.0,0.0,1.2146,1.0688,0.1457,0.5587,0.2794,82.3333
125,H. Maguire,3.0,27.0,194.0,100.0,6.5,56.0,1885986,0.8542,0.2654,0.0581,0.0,0.0498,44.5356,0.4313,6.2781,1.2274,0.5308,1.3352,8.2934,5.6312,0.9372,0.7879,0.6718,0.8128,0.1742,0.0,0.0083,0.0,0.0166,0.0166,0.0,0.0,1.0118,1.0118,0.0,0.0415,0.0415,120.5778
126,H. Mkhitaryan,2.0,31.0,177.0,75.0,6.0588235294117645,20.0,2784521,2.0578,0.7833,0.239,0.0,0.2655,35.2087,1.6861,16.3697,1.1816,0.1195,0.77,9.2005,4.0493,2.6287,1.2878,1.1285,1.1285,0.1328,0.0,0.0,0.0398,0.0266,0.0,0.0,0.0,1.3807,0.9957,0.385,0.4779,0.5045,75.3222
127,H. Wilson,2.0,23.0,173.0,70.0,6.111111111111111,17.5,407655,2.6997,1.014,0.4346,0.0,0.1054,22.8227,1.3565,7.77,0.7638,0.079,0.5795,9.4952,4.5303,1.6594,0.777,2.3705,0.7507,0.1844,0.0,0.0,0.0395,0.0132,0.0527,0.0132,0.0,1.2116,1.0667,0.1449,0.619,0.1975,75.9333
128,H. Winks,2.0,24.0,178.0,65.0,5.916666666666667,32.0,473494,0.4668,0.0934,0.0133,0.0,0.0133,61.845,0.6669,11.6568,1.3471,0.2667,1.1337,6.9087,3.5477,1.2137,0.9069,0.9603,0.8136,0.2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3337,1.0403,0.2934,0.3868,0.5202,74.9778
129,H. Ziyech,2.0,27.0,181.0,65.0,5.545454545454546,40.0,3165227,4.6071,1.5299,0.3409,0.0,0.4458,40.4585,3.6542,5.2453,1.0753,0.035,0.848,10.8752,4.7033,5.2453,2.8062,1.3725,1.1277,0.1136,0.0,0.0,0.0262,0.0,0.0,0.0087,0.0,1.0665,1.0578,0.0087,0.3322,0.0525,114.3889
130,Heung-Min Son,4.0,28.0,183.0,78.0,7.25,64.0,4118424,3.3099,1.4425,0.5335,0.0,0.2766,27.8033,1.4425,10.2163,0.7608,0.0296,0.4051,10.0285,3.8435,3.8632,2.2033,0.9288,0.6719,0.0692,0.0,0.0296,0.0296,0.0,0.0198,0.0099,0.0,1.3141,1.0276,0.2865,0.5829,0.3261,101.2111
131,I. Bennacer,2.0,23.0,175.0,70.0,4.2,17.5,1703476,0.2712,0.0678,0.0226,0.0,0.0678,29.661,0.5989,2.8475,1.2203,0.1582,1.0169,4.7232,2.7345,1.7288,1.3672,0.904,0.904,0.2373,0.0,0.0,0.0,0.0339,0.0,0.0,0.0,1.1299,0.9831,0.1469,0.1582,0.1921,88.5
132,I. Diop,3.0,23.0,194.0,92.0,5.444444444444445,28.0,55282,0.477,0.2044,0.0779,0.0,0.0,29.7664,0.1265,5.6262,1.0902,0.6619,1.8981,6.9695,4.3413,0.3407,0.2433,0.5548,0.8371,0.2239,0.0,0.0,0.0,0.0195,0.0,0.0,0.0,1.0123,1.0026,0.0097,0.0097,0.0973,102.7333
133,I. Gueye,2.0,31.0,174.0,66.0,5.181818181818182,24.0,659000,0.61,0.1577,0.0421,0.0,0.0631,53.3501,0.6836,7.4772,3.6072,0.2629,1.9666,8.8023,5.0374,1.1989,0.7677,1.304,1.6721,0.1788,0.0105,0.0,0.0,0.0105,0.0,0.0,0.0,1.0937,1.0411,0.0526,0.1893,0.1262,95.0889
134,I. GÃ¼ndogan,2.0,30.0,180.0,80.0,7.166666666666667,40.0,2798933,1.9372,0.5098,0.1733,0.0,0.1937,76.7248,1.7945,11.134,0.9176,0.102,1.2031,7.1474,3.4564,1.5294,1.0706,0.8871,0.7443,0.1733,0.0,0.0,0.0,0.0102,0.0612,0.0102,0.0,1.3867,0.9686,0.418,0.2753,0.5098,98.0778
135,I. KonatÃ©,3.0,21.0,192.0,93.0,5.6,40.5,60767,0.3686,0.0768,0.0461,0.0,0.0154,31.4079,0.1843,9.7986,0.9061,0.4147,1.6894,8.2321,5.3601,0.7986,0.6297,0.9522,1.1519,0.215,0.0,0.0,0.0,0.0307,0.0,0.0,0.0,1.0904,1.0137,0.0768,0.0922,0.4761,65.1111
136,I. Perisic,2.0,31.0,186.0,80.0,7.166666666666667,17.5,1459347,3.0846,1.0028,0.2539,0.0,0.2031,27.7997,1.9929,5.6488,0.5966,0.0889,1.0282,9.7743,4.3794,1.6883,0.8759,0.457,0.9013,0.1396,0.0,0.0,0.0,0.0,0.0381,0.0,0.0,1.0663,1.0028,0.0635,0.1904,0.1269,78.7778
137,I. Rakitic,2.0,32.0,184.0,78.0,7.111111111111111,20.0,17552517,1.3103,0.4182,0.0836,0.0,0.1673,74.3604,0.8178,7.4156,0.5111,0.1673,1.5147,6.4677,3.652,0.8921,0.5947,1.524,0.9757,0.1673,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,1.2638,0.9943,0.2695,0.2974,0.3345,107.6111
138,I. Sarr,4.0,22.0,185.0,76.0,2.9166666666666665,24.5,249665,1.8657,0.6784,0.2908,0.0,0.1696,15.422,1.1024,4.7611,0.4604,0.0363,0.4361,12.5751,5.9968,4.1432,2.108,2.5804,0.9328,0.1333,0.0,0.0,0.0969,0.0,0.0121,0.0,0.0,1.1872,1.0176,0.1696,0.4119,0.2059,82.5444
139,I. Williams,4.0,26.0,186.0,78.0,6.857142857142857,40.0,291718,2.0915,0.8569,0.3133,0.0,0.1106,15.2948,0.9674,4.6161,0.3225,0.0184,0.2948,9.2322,3.9896,3.105,1.6216,1.4097,1.0412,0.1014,0.0,0.0,0.0184,0.0092,0.0092,0.0092,0.0,1.1701,1.0043,0.1658,0.4146,0.1751,108.5333
140,I. Zubeldia,2.0,23.0,180.0,79.0,6.857142857142857,24.0,20695,0.6638,0.1106,0.0246,0.0,0.0615,43.1316,0.295,7.4488,0.971,0.3319,1.2538,6.8096,3.6752,0.9588,0.8358,0.6392,1.389,0.2581,0.0123,0.0,0.0,0.0123,0.0,0.0,0.0,1.2169,0.971,0.2458,0.1229,0.4425,81.3556
141,Isco,2.0,28.0,176.0,79.0,6.416666666666667,40.0,19487679,2.2998,0.9506,0.276,0.0,0.1687,62.0954,2.0085,14.8416,0.6133,0.0153,0.552,10.6865,5.4736,3.5877,2.5145,2.4532,0.9046,0.1073,0.0,0.0,0.0,0.0,0.0153,0.0,0.0,1.6252,1.0273,0.598,0.8126,0.8739,65.2222
142,J. Alba,3.0,31.0,170.0,68.0,6.4,40.0,12699789,0.3839,0.1429,0.0625,0.0,0.25,61.8482,1.3929,6.875,0.5357,0.1339,1.7232,5.1429,2.4911,0.8393,0.5625,0.6161,0.7411,0.2321,0.0,0.0,0.0089,0.0,0.0,0.0,0.0,1.0982,1.0,0.0982,0.0893,0.1786,112.0
143,J. Bamba,4.0,24.0,175.0,72.0,3.5,16.0,55040,2.0023,0.836,0.2374,0.0,0.1651,26.1227,1.5069,4.1904,0.4335,0.0516,0.7844,7.7924,3.0963,2.5183,1.3521,1.6823,0.7431,0.0619,0.0,0.0,0.0516,0.0,0.0619,0.0206,0.0,1.1869,1.0011,0.1858,0.289,0.2167,96.8889
144,J. Boga,2.0,23.0,172.0,68.0,3.5,16.0,1287,1.7737,0.5226,0.2059,0.0,0.095,21.9339,1.1086,7.0948,0.19,0.0,0.2534,8.3143,4.6877,6.794,4.5768,1.647,0.3959,0.0,0.0,0.0,0.0158,0.0158,0.0,0.0158,0.0,1.3778,0.9819,0.3959,0.4593,0.5384,63.1444
145,J. Bowen,4.0,24.0,0.0,0.0,5.375,16.0,44053,2.6846,1.0947,0.4778,0.0,0.0956,17.6803,1.225,3.6924,0.6169,0.0348,0.9557,10.139,4.5873,2.7368,1.4162,2.007,0.7906,0.0695,0.0,0.0,0.0174,0.0,0.0348,0.0174,0.0,1.0947,1.0078,0.0869,0.1825,0.1216,115.1
